objectid,filename,youtubeid,title,format,description,creator,recipient,date,date-is-approximate?,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language,relation
blackworld011,https://books.google.com/books?id=rjkDAAAAMBAJ&lpg=PA1&pg=PA72#v=onepage&q&f=false,,Give Us This Day,pdf,A short story about a man named Shad Harris' day and his experience almsot being mugged.,Alice Reid,Johnson Publishing,1974.06,yes,single-page; buttons (information artifacts),Psychiana Pin,"Oakland, California",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Miscellaneous Negatives'",mg101_b6_f7_miscellanious_negatives_012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld012,https://books.google.com/books?id=rjkDAAAAMBAJ&lpg=PA1&pg=PA77#v=onepage&q&f=false,,Table Talk,pdf,A short story about gorillas being a metaphor for racial stereotypes.,Everett Hoagland,Johnson Publishing,1974.06,yes,single-page; negatives,Recreation; Latah County,"Dartmouth, Massachusetts",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Miscellaneous Negatives'",mg101_b6_f7_miscellanious_negatives_014,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld013,https://books.google.com/books?id=rjkDAAAAMBAJ&lpg=PA1&pg=PA86#v=onepage&q&f=false,,Living Black Authors,pdf,A book review of the biography Living Black Authors by Ann Allen Shockley and Sue P. Chandler,James C. Kilgore,Johnson Publishing,1974.06,yes,single-page; negatives,Robinson's Writings; Psychiana Journal,"Highland Hills, Ohio",,,The Way Magazine,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Miscellaneous Negatives'",mg101_b6_f7_miscellanious_negatives_010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld014,https://books.google.com/books?id=rjkDAAAAMBAJ&lpg=PA1&pg=PT1#v=onepage&q&f=false,,When is a Black Man Not an African?,pdf,"A anonymous piece reflecting on African Americans connection to Africa, and how the Trans-Atlantic Slave Trade interupted that",,Johnson Publishing,1974.06,,single-page; flyers,"Moscow, Idaho; World War;",,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 13",mg101_b7_f13_034,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld015,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=false,,An Interview with Thomas Dorsey,pdf,"An interview with legendary gospel singer Thomas Dorsey, about his life and music","Thomas Dorsey, Alfred Duckett",Johnson Publishing,1974.07,yes,postcard; reply cards,"Power; Spirit of God, God-Power;  Free; Information","Chicago, Illinois",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld016,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA20#v=onepage&q&f=false,,Father of Gospel Music,pdf,"A biography of the life, music and career of Thomas Dorsey",Horace Boyer,Johnson Publishing,1974.07,yes,single-page; form letters,Commitment; Delinquent; Students; Lessons,"Chicago, Illinois",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_023,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld017,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA29#v=onepage&q&f=false,,"A Selected, Annotated Discography: Dorsey Songs on Record",pdf,An article listing some of the many artists that have played Dorsey's music,Romeo Eldridge Phillips,Johnson Publishing,1974.07,yes,multiple-page; application forms,Sale Agency; Money-Making Opportunity; Students; Territory; Spreading Psychiana,"Chicago, Illinois",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_039,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld018,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA33#v=onepage&q&f=false,,Borinken Blues,pdf,"A poem about poet Victor Hernandez Cruz and his home of Aguas Buenas, Puerto Rico",Yusef Komunyakaa,Johnson Publishing,1974.07,yes,single-page; photographs,"Moscow, Idaho","Aguas Buenas, Puerto Rico",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld019,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA34#v=onepage&q&f=false,,The Spiritual as Mature Chord Composition,pdf,A brief history of the development of Gospel music,Wendell Phillips Whalum,Johnson Publishing,1974.07,yes,single-page; photographs,Psychiana Headquarters; Psychiana Staff; Bookkeeping; Mailings,"Atlanta, Georgia",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld020,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA40#v=onepage&q&f=false,,Special Reports: The Performing Arts in Jamaica,pdf,"This article serves as partly a review of a Jamaican dance company visiting NYC, but also a reflection on how Black Caribbean cultures are viewed in the United States. It is also an informational piece on Jamaican culture.",Rex Nettleford,Johnson Publishing,1974.07,yes,single-page; photographs,"Moscow, Idaho; Drug Store Clerk","Kingston, Jamaica",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld021,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA47#v=onepage&q&f=false,,Theater,pdf,"This article reviews the Jamaican art fesitival in 1973, and discusses Jamaican theater practices. It also  announces the establishment of new Black magazines related to theatre, literature and other topics. ",Ed Smith,Johnson Publishing,1974.07,yes,single-page; photographs,Daily Idahoan; Psychiana Staff,"Kingston, Jamaica",,,Daily Idahoan,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_039,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld022,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA49#v=onepage&q&f=false,,Perspectives: Duke Ellington: Communicator,pdf,A short article memoralizing American composer Duke Ellington,Carole A. Parks,Johnson Publishing,1974.07,yes,single-page; photographs,The News Review; Frank B. Robinson,"New York City, New York",,,The News-Review,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Robinson & Friends'",mg101_b6_robinson_friends_008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld023,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA51#v=onepage&q&f=false,,Books Noted: The African Origin of Civilization: Myth or Reality ,pdf,"A book review of Chiekh Anta Diop's book the African Origin of Civilization, which majority challenged western assumptions on ancient history and Black African's involvement in the development of civilizations. ",John Henrik Clarke,Johnson Publishing,1974.07,yes,single-page; photographs,Duesenberg Convertible Coupe,"Cairo, Egypt",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_06,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld024,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA53#v=onepage&q&f=false,,The Poet,pdf,A short story about a troubled man the narrator calls 'the poet.',Ronald Fair,Johnson Publishing,1974.07,yes,single-page; photographs,Duesenberg Convertible Coupe; Public Square,Switzerland,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_07,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld025,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA60#v=onepage&q&f=false,,Final Curtain for Anita Bush,pdf,"A obituary for Anita Bush, who owned an operated an all Black theatre company in Harlem.",Francisca Thompson,Johnson Publishing,1974.07,yes,single-page; photographs,Duesenberg Convertible Coupe; Home,"New York City, New York",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_02,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
